CALENDARYEAR,MONTHNUMBEROFYEAR,DAYNUMBEROFMONTH,CUSTOMERKEY,FIRSTNAME,LASTNAME,YEARLYINCOME,BIRTHDATE,GENDER,TOTAL_QUANTITY
2008,1,1,20236,Cesar,Chandra,60000,1967-03-14,M,1
2008,6,30,21975,Alfredo,Ruiz,60000,1967-01-05,M,2
2008,3,10,24106,Kelvin,Shan,30000,1967-12-01,M,2
2008,1,24,25214,Roger,Chander,70000,1967-02-04,M,3
2008,7,2,13797,Franklin,Gao,20000,1967-06-07,M,2
2008,2,1,12715,Eddie,Gill,60000,1967-07-18,M,2
2008,6,15,27685,Alfredo,Torres,60000,1967-11-17,M,3
2008,5,12,14824,Miguel,Baker,30000,1967-11-17,M,3
2008,5,26,11277,Charles,Jackson,80000,1967-06-10,M,1
2008,4,24,14619,Nathaniel,Sanders,60000,1967-02-26,M,2
2008,5,9,11277,Charles,Jackson,80000,1967-06-10,M,2
2008,2,9,20703,Seth,White,70000,1967-05-26,M,2
2008,5,3,22519,Logan,Hughes,40000,1967-11-11,M,4
2008,6,24,24475,Gilbert,Zhou,70000,1967-06-15,M,3
2008,2,10,11277,Charles,Jackson,80000,1967-06-10,M,3
2008,3,17,22673,Andy,Gill,30000,1967-11-12,M,4
2008,6,13,13928,Nathaniel,Morris,60000,1967-07-22,M,2
2008,6,11,20033,Carlos,Turner,70000,1967-10-18,M,3
2008,2,1,15378,Devin,Ward,80000,1967-03-06,M,1
2008,5,25,17420,Thomas,Hughes,150000,1967-11-05,M,5
2008,1,30,20930,Drew,Chande,40000,1967-06-14,M,3
2008,7,31,27686,Vincent,Zhang,60000,1967-05-19,M,3
2008,6,22,28152,Ian,Rivera,70000,1967-03-01,M,3
2008,4,19,16114,Gavin,Ross,70000,1967-03-14,M,1
2008,5,28,13104,Gregory,Becker,70000,1967-04-12,M,3
2008,5,29,12836,Rodney,Munoz,20000,1967-03-03,M,3
2008,5,7,24458,Frederick,Rodriguez,70000,1967-06-21,M,1
2008,7,10,11277,Charles,Jackson,80000,1967-06-10,M,2
2008,4,3,11596,Roger,Raje,40000,1967-09-03,M,3
2008,4,16,23479,Fernando,Robinson,90000,1967-08-16,M,4
2008,3,12,26131,Lawrence,Suarez,60000,1967-10-26,M,4
2008,4,3,16112,Frank,Munoz,70000,1967-03-05,M,4
2008,6,18,28078,Jack,Young,80000,1967-09-13,M,4
2008,6,22,18818,Lucas,Torres,130000,1967-03-16,M,3
2008,4,14,16113,Roger,Lal,70000,1967-02-13,M,5
2008,1,21,27811,Darren,Vazquez,40000,1967-08-11,M,2
2008,1,2,11280,Robert,Collins,90000,1967-08-21,M,3
2008,5,1,28399,Dale,Deng,30000,1967-07-19,M,3
2008,5,3,20325,Charles,Williams,130000,1967-01-20,M,2
2008,7,3,11856,Seth,Hernandez,60000,1967-08-17,M,3
2008,4,3,20704,Shane,Rodriguez,70000,1967-02-21,M,4
2008,4,26,15378,Devin,Ward,80000,1967-03-06,M,3
2008,5,25,16847,Eduardo,Hall,80000,1967-03-23,M,2
2008,5,30,14823,Nelson,Harrison,30000,1967-12-28,M,3
2008,7,28,17305,Neil,Torres,60000,1967-03-07,M,1
2008,5,12,17414,Nicholas,Garcia,90000,1967-07-24,M,1
2008,6,5,28250,Tyrone,Dominguez,100000,1967-05-18,M,2
2008,2,28,18268,Preston,Chapman,60000,1967-01-27,M,5
2008,6,6,14612,Ernest,Zhang,60000,1967-07-20,M,2
2008,4,28,11472,Kenneth,Kumar,60000,1967-04-03,M,3
2008,6,2,15528,Lucas,Ramirez,60000,1967-04-07,M,3
2008,5,14,18001,Ross,Suri,20000,1967-07-14,M,3
2008,7,17,11277,Charles,Jackson,80000,1967-06-10,M,3
2008,6,9,20708,Devin,Thompson,70000,1967-09-10,M,3
2008,5,17,13922,Jackson,Foster,60000,1967-05-07,M,2
2008,3,4,12158,Kyle,Phillips,80000,1967-04-24,M,3
2008,5,26,17417,Lee,Munoz,100000,1967-10-16,M,2
2008,3,3,26602,Noah,Yang,70000,1967-10-04,M,2
2008,6,9,13668,Stanley,Martinez,60000,1967-10-07,M,1
2008,6,16,12369,Terrence,Lal,60000,1967-10-06,M,3
2008,2,9,12004,Jarrod,Suri,70000,1967-12-20,M,2
2008,6,21,15531,Calvin,Raji,60000,1967-06-14,M,2
2008,1,29,29047,Jack,Lopez,80000,1967-06-02,M,3
2008,2,9,11277,Charles,Jackson,80000,1967-06-10,M,3
2008,4,27,20913,Wesley,Liu,30000,1967-05-01,M,3
2008,6,12,16288,Edwin,Shen,30000,1967-08-24,M,2
2008,4,2,15855,Noah,Jones,80000,1967-04-17,M,3
2008,2,6,20709,Samuel,Evans,70000,1967-06-12,M,3
2008,1,21,20702,Oscar,Ross,70000,1967-09-08,M,2
2008,3,27,13820,Danny,Alvarez,40000,1967-10-08,M,2
2008,2,10,16680,Carlos,Edwards,70000,1967-03-16,M,3
2008,3,11,18018,Peter,Xie,30000,1967-04-05,M,2
2008,7,27,28406,Gerald,Srini,30000,1967-03-23,M,3
2008,3,26,23215,Juan,Richardson,70000,1967-10-17,M,4
2008,2,4,23539,Darren,Munoz,70000,1967-01-04,M,1
2008,7,3,18812,Kyle,Adams,80000,1967-04-06,M,4
2008,6,14,12158,Kyle,Phillips,80000,1967-04-24,M,2
2008,4,16,22520,Rodney,Torres,40000,1967-07-10,M,3
2008,3,5,27709,Clifford,Lopez,70000,1967-04-13,M,3
2008,3,8,15534,Steven,Bell,70000,1967-09-22,M,4
2008,5,30,15956,Ryan,Li,130000,1967-05-17,M,1
2008,6,14,25501,Shawn,Jai,40000,1967-03-22,M,2
2008,2,3,17823,Ramon,Gao,30000,1967-06-13,M,3
2008,6,1,23477,Marcus,Phillips,90000,1967-09-14,M,3
2008,5,17,12158,Kyle,Phillips,80000,1967-04-24,M,3
2008,6,19,22926,Keith,Yuan,60000,1967-02-08,M,2
2008,6,1,11856,Seth,Hernandez,60000,1967-08-17,M,2
2008,3,10,11277,Charles,Jackson,80000,1967-06-10,M,1
2008,6,10,20931,Brian,Sanchez,40000,1967-10-15,M,5
2008,6,6,16849,Jonathan,Collins,80000,1967-09-28,M,2
2008,3,2,23916,Ruben,Serrano,10000,1967-06-08,M,1
2008,4,27,11277,Charles,Jackson,80000,1967-06-10,M,2
2008,4,20,25170,Logan,Walker,90000,1967-05-18,M,1
2008,1,20,12372,Darren,Prasad,60000,1967-09-18,M,1
2008,3,17,15954,Marshall,Deng,100000,1967-08-27,M,3
2008,6,12,18386,Kevin,Shan,120000,1967-05-26,M,3
2008,6,8,18525,Jack,Lal,60000,1967-04-02,M,2
2008,7,25,23931,Reginald,Ruiz,30000,1967-06-02,M,3
2008,6,15,17825,Clayton,Li,40000,1967-10-15,M,4
2008,3,2,27789,Nicolas,Goldberg,20000,1967-08-03,M,3
2008,1,17,11277,Charles,Jackson,80000,1967-06-10,M,4
2008,5,27,20930,Drew,Chande,40000,1967-06-14,M,3
2008,5,18,25212,Alberto,Ruiz,60000,1967-07-02,M,3
2008,1,11,18814,Evan,Adams,90000,1967-07-17,M,1
2008,2,2,14685,Lawrence,Ortega,60000,1967-09-17,M,2
2008,6,26,18271,Darrell,Yuan,70000,1967-06-18,M,3
2008,5,26,19468,Ramon,Lin,10000,1967-08-08,M,2
2007,4,1,17824,Mario,Pal,30000,1967-05-02,M,1
2007,10,29,21288,Hunter,Hall,130000,1967-06-13,M,2
2007,5,5,19473,Roger,Chande,20000,1967-08-26,M,1
2007,2,24,17813,Jay,Nicholls,30000,1967-07-03,M,1
2007,9,30,21653,Jose,Anderson,70000,1967-01-04,M,4
2007,11,20,27630,Xavier,Coleman,110000,1967-10-25,M,3
2007,8,26,15378,Devin,Ward,80000,1967-03-06,M,5
2007,10,10,18271,Darrell,Yuan,70000,1967-06-18,M,1
2007,4,29,16288,Edwin,Shen,30000,1967-08-24,M,1
2007,2,25,26740,Donald,Lopez,60000,1967-11-21,M,1
2007,4,15,18000,Ramon,She,20000,1967-11-25,M,1
2007,11,11,21105,Cory,Sara,40000,1967-05-06,M,2
2007,8,14,13668,Stanley,Martinez,60000,1967-10-07,M,2
2007,9,17,21654,Aidan,Barnes,70000,1967-11-27,M,4
2007,10,5,18387,Carlos,Green,130000,1967-08-13,M,1
2007,10,14,18617,Carlos,Lopez,60000,1967-08-03,M,3
2007,2,18,23539,Darren,Munoz,70000,1967-01-04,M,1
2007,7,20,19170,Luis,Campbell,60000,1967-11-11,M,4
2007,4,6,19471,Bryant,Martinez,20000,1967-05-03,M,1
2007,11,2,19161,Jeremiah,Hughes,70000,1967-10-06,M,5
2007,10,8,14065,Samuel,Diaz,70000,1967-07-27,M,1
2007,9,2,12505,Dalton,Martin,40000,1967-02-03,M,2
2007,9,19,21103,Francis,Hernandez,40000,1967-07-24,M,4
2007,9,3,17077,Ronald,Raman,60000,1967-02-28,M,4
2007,9,9,13925,Wyatt,Barnes,60000,1967-10-12,M,2
2007,5,3,14456,Benjamin,Walker,90000,1967-03-11,M,1
2007,4,24,17825,Clayton,Li,40000,1967-10-15,M,1
2007,9,16,11277,Charles,Jackson,80000,1967-06-10,M,3
2007,5,31,25214,Roger,Chander,70000,1967-02-04,M,1
2007,5,16,27453,Carson,Henderson,80000,1967-11-03,M,1
2007,11,19,13439,Arturo,Lin,110000,1967-03-16,M,2
2007,11,16,13800,Logan,Li,30000,1967-08-02,M,2
2007,8,27,22952,Luke,Baker,70000,1967-05-09,M,2
2007,8,16,29290,Troy,Garcia,60000,1967-10-15,M,1
2007,4,4,12854,Reginald,Romero,40000,1967-05-23,M,1
2007,11,6,13926,Dalton,Hill,60000,1967-07-24,M,2
2007,12,12,22681,Tristan,Barnes,30000,1967-11-20,M,5
2007,12,19,13104,Gregory,Becker,70000,1967-04-12,M,4
2007,12,10,28400,Cedric,Anand,30000,1967-02-23,M,2
2007,9,12,27788,Brent,Lin,10000,1967-08-24,M,2
2007,2,6,15531,Calvin,Raji,60000,1967-06-14,M,1
2007,12,4,19692,Aaron,Edwards,110000,1967-11-15,M,2
2007,12,13,12855,Philip,Diaz,40000,1967-02-03,M,4
2007,12,20,16700,Billy,Gill,70000,1967-06-21,M,2
2007,12,3,22497,Casey,Gomez,10000,1967-05-12,M,2
2007,11,19,22683,David,Garcia,30000,1967-09-03,M,3
2007,8,2,29307,Ross,Malhotra,70000,1967-03-05,M,2
2007,12,15,14806,Damien,Jai,10000,1967-05-07,M,4
2007,9,22,20323,Justin,Coleman,90000,1967-10-02,M,4
2007,8,17,21648,Ronnie,Sun,70000,1967-10-13,M,2
2007,2,6,15529,Jason,Allen,60000,1967-07-05,M,1
2007,9,24,19500,Russell,Shan,40000,1967-05-17,M,2
2007,10,29,12004,Jarrod,Suri,70000,1967-12-20,M,1
2007,9,21,13927,Gabriel,Gonzales,60000,1967-12-08,M,2
2007,6,3,14457,Thomas,White,120000,1967-02-07,M,1
2007,9,26,12162,Luke,Mitchell,120000,1967-12-20,M,3
2007,12,26,11109,Ruben,Kapoor,70000,1967-11-05,M,2
2007,9,30,12951,Blake,Simmons,40000,1967-12-06,M,2
2007,4,2,12857,Raul,Kumar,40000,1967-08-17,M,1
2007,9,4,23523,Steve,Liu,60000,1967-08-19,M,2
2007,10,10,11277,Charles,Jackson,80000,1967-06-10,M,2
2007,9,13,19471,Bryant,Martinez,20000,1967-05-03,M,2
2007,6,30,21655,Zachary,Bryant,70000,1967-06-21,M,1
2007,11,22,29309,Rodney,Navarro,70000,1967-04-01,M,2
2007,7,2,22687,Javier,Jiménez,40000,1967-11-11,M,2
2007,11,28,17810,Frederick,Prasad,10000,1967-02-07,M,2
2007,10,28,25171,Christopher,Rodriguez,90000,1967-03-22,M,2
2007,11,4,28308,Hector,Serrano,60000,1967-10-07,M,4
2007,10,17,11472,Kenneth,Kumar,60000,1967-04-03,M,2
2007,8,12,21190,Pablo,Rovira Diez,70000,1967-02-23,M,3
2007,9,13,12715,Eddie,Gill,60000,1967-07-18,M,3
2007,12,29,16281,Gilbert,Luo,10000,1967-01-06,M,3
2007,12,11,15955,Neil,Ortega,110000,1967-11-17,M,2
2007,10,23,19352,Arturo,Chen,30000,1967-11-12,M,2
2007,10,24,19351,Edgar,Vance,30000,1967-04-22,M,1
2007,12,13,21977,Phillip,Malhotra,70000,1967-07-21,M,3
2007,12,16,25981,Isaiah,Howard,70000,1967-11-15,M,2
2007,9,2,12164,Noah,Butler,150000,1967-04-13,M,2
2007,5,4,13925,Wyatt,Barnes,60000,1967-10-12,M,1
2007,10,3,12213,Alejandro,Lal,10000,1967-02-02,M,4
2007,8,14,21647,Blake,Brown,70000,1967-02-04,M,4
2007,9,5,12163,Aaron,Wang,150000,1967-09-05,M,3
2007,12,7,12854,Reginald,Romero,40000,1967-05-23,M,4
2007,9,2,18812,Kyle,Adams,80000,1967-04-06,M,1
2007,12,13,23938,Harold,Madan,40000,1967-10-02,M,1
2007,12,27,23481,Dustin,Xu,100000,1967-06-15,M,1
2007,9,30,23591,Justin,Henderson,80000,1967-01-25,M,2
2007,11,5,26849,Billy,Martin,10000,1967-01-18,M,2
2007,5,23,19500,Russell,Shan,40000,1967-05-17,M,1
2007,8,22,21646,Luis,Bryant,70000,1967-06-05,M,3
2007,10,8,12372,Darren,Prasad,60000,1967-09-18,M,2
2007,11,24,19612,Marvin,Sanz,70000,1967-02-26,M,2
2007,9,6,22671,Wyatt,King,30000,1967-04-08,M,2
2007,9,20,11011,Curtis,Lu,60000,1967-11-04,M,2
2007,7,2,27820,Joel,Patel,40000,1967-07-10,M,2
2007,7,29,11011,Curtis,Lu,60000,1967-11-04,M,1
2007,12,25,26608,Aaron,Nelson,60000,1967-07-17,M,4
2007,7,7,11278,Jonathan,Phillips,90000,1967-08-20,M,2
2007,10,26,22513,Kenneth,Anand,30000,1967-04-15,M,2
2007,11,18,29310,Armando,Gutierrez,70000,1967-10-23,M,2
2007,8,14,12370,Preston,Perez,60000,1967-06-27,M,1
2007,2,23,23538,Carlos,Evans,70000,1967-07-17,M,1
2007,10,29,11855,Christian,Walker,60000,1967-08-13,M,2
2007,8,3,17305,Neil,Torres,60000,1967-03-07,M,4
2007,8,8,26861,Bruce,Gutierrez,30000,1967-11-20,M,3
2007,7,15,11109,Ruben,Kapoor,70000,1967-11-05,M,5
2007,12,2,22291,Carlos,Morris,70000,1967-02-26,M,2
2007,11,11,11277,Charles,Jackson,80000,1967-06-10,M,4
2007,2,7,14065,Samuel,Diaz,70000,1967-07-27,M,1
2007,10,24,25629,Micheal,Serrano,10000,1967-10-07,M,2
2007,5,13,19499,Shawn,Black,40000,1967-11-23,M,1
2007,8,18,28323,Nathan,Moore,70000,1967-06-02,M,1
2007,6,8,16436,Ethan,Henderson,30000,1967-08-15,M,1
2007,5,5,20913,Wesley,Liu,30000,1967-05-01,M,1
2007,12,18,19659,Wyatt,Robinson,70000,1967-11-22,M,4
2007,9,21,17306,Edgar,Prasad,60000,1967-01-13,M,1
2007,10,26,11701,David,Hayes,60000,1967-08-24,M,1
2007,12,3,19473,Roger,Chande,20000,1967-08-26,M,3
2007,8,7,19168,Nathan,Kumar,70000,1967-10-19,M,2
2007,10,18,11277,Charles,Jackson,80000,1967-06-10,M,3
2007,8,5,20237,Hunter,Yang,70000,1967-02-19,M,1
2007,11,25,17306,Edgar,Prasad,60000,1967-01-13,M,3
2007,10,2,22072,Devin,Russell,160000,1967-08-04,M,4
2007,12,10,13103,Brendan,Raji,70000,1967-08-02,M,4
2007,12,7,17813,Jay,Nicholls,30000,1967-07-03,M,4
2007,12,4,12835,Karl,Yuan,10000,1967-09-22,M,2
2007,2,19,20931,Brian,Sanchez,40000,1967-10-15,M,1
2007,12,12,12836,Rodney,Munoz,20000,1967-03-03,M,1
2007,4,9,12855,Philip,Diaz,40000,1967-02-03,M,1
2007,12,2,17824,Mario,Pal,30000,1967-05-02,M,5
2007,12,4,12370,Preston,Perez,60000,1967-06-27,M,2
2007,12,16,28251,Joe,Rubio,100000,1967-01-18,M,1
2007,6,25,24475,Gilbert,Zhou,70000,1967-06-15,M,1
2007,2,24,15535,Jordan,Scott,70000,1967-11-01,M,1
2007,5,12,24458,Frederick,Rodriguez,70000,1967-06-21,M,1
2007,7,23,19362,Karl,Raje,40000,1967-08-13,M,1
2007,9,25,21655,Zachary,Bryant,70000,1967-06-21,M,3
2007,10,28,21095,Lance,Munoz,30000,1967-12-06,M,3
2007,2,28,15532,Marshall,Jai,60000,1967-02-04,M,1
2007,2,17,23523,Steve,Liu,60000,1967-08-19,M,1
2007,12,9,26850,Terry,Luo,20000,1967-06-19,M,2
2007,8,19,21650,Cedric,Zeng,70000,1967-11-23,M,3
2007,9,27,12370,Preston,Perez,60000,1967-06-27,M,3
2007,10,14,19595,Carl,Raji,70000,1967-03-16,M,5
2007,5,23,13927,Gabriel,Gonzales,60000,1967-12-08,M,1
2007,11,5,11701,David,Hayes,60000,1967-08-24,M,3
2007,8,24,11277,Charles,Jackson,80000,1967-06-10,M,6
2007,5,3,21103,Francis,Hernandez,40000,1967-07-24,M,1
2007,8,10,13668,Stanley,Martinez,60000,1967-10-07,M,2
2007,12,14,16284,Troy,Perez,20000,1967-06-11,M,2
2007,11,8,29308,Phillip,Vance,70000,1967-07-13,M,2
2007,12,4,11277,Charles,Jackson,80000,1967-06-10,M,4
2007,8,7,19499,Shawn,Black,40000,1967-11-23,M,4
2007,10,24,14806,Damien,Jai,10000,1967-05-07,M,2
2007,2,26,15538,Luis,Lal,60000,1967-08-28,M,1
2007,7,29,29137,Jack,Allen,70000,1967-07-20,M,2
2007,8,15,12506,Preston,Sanchez,40000,1967-07-02,M,2
2007,12,21,25172,Evan,Gray,130000,1967-11-16,M,4
2007,5,24,20930,Drew,Chande,40000,1967-06-14,M,1
2007,1,31,20708,Devin,Thompson,70000,1967-09-10,M,1
2007,8,21,18267,Brad,Jai,60000,1967-05-23,M,1
2007,12,18,29138,Eduardo,Wood,70000,1967-02-13,M,2
2007,8,1,27688,Arthur,Sanz,70000,1967-06-28,M,3
2007,9,23,12372,Darren,Prasad,60000,1967-09-18,M,4
2007,11,30,11699,Chase,Peterson,60000,1967-03-16,M,2
2007,7,11,19359,Roberto,Townsend,40000,1967-08-20,M,2
2007,12,31,12857,Raul,Kumar,40000,1967-08-17,M,3
2007,10,21,16846,James,Phillips,80000,1967-05-09,M,2
2007,10,16,11277,Charles,Jackson,80000,1967-06-10,M,3
2007,12,25,23483,David,Jai,110000,1967-02-15,M,2
2007,11,1,19162,Peter,Raji,70000,1967-11-13,M,4
2007,8,6,11700,Xavier,Richardson,60000,1967-11-25,M,2
2007,10,22,11986,Max,Alvarez,70000,1967-07-24,M,6
2007,6,19,15954,Marshall,Deng,100000,1967-08-27,M,1
2007,8,22,21649,Keith,Nara,70000,1967-09-08,M,3
2007,9,24,22954,Justin,Thompson,70000,1967-03-04,M,2
2007,10,27,12504,Arthur,Gutierrez,40000,1967-02-20,M,3
2007,11,10,19614,Wyatt,Williams,70000,1967-08-04,M,4
2007,8,26,18811,Samuel,Perry,80000,1967-06-27,M,1
2007,8,16,27821,Leonard,Deng,40000,1967-09-16,M,3
2007,11,18,13287,Brandon,Rodriguez,110000,1967-09-03,M,1
2007,12,11,11700,Xavier,Richardson,60000,1967-11-25,M,3
2007,10,27,19596,Allen,Fernandez,70000,1967-05-11,M,2
2007,9,25,18811,Samuel,Perry,80000,1967-06-27,M,2
2007,12,1,28416,Roger,Black,40000,1967-12-20,M,5
2007,11,15,11277,Charles,Jackson,80000,1967-06-10,M,1
2007,11,3,26697,Manuel,Arun,100000,1967-01-14,M,1
