CALENDARYEAR,MONTHNUMBEROFYEAR,DAYNUMBEROFMONTH,CUSTOMERKEY,FIRSTNAME,LASTNAME,YEARLYINCOME,BIRTHDATE,GENDER,TOTAL_QUANTITY
2008,4,11,11142,Eduardo,Patterson,40000,1981-08-14,M,3
2008,1,30,23316,Billy,Blanco,30000,1951-08-06,M,4
2008,4,8,19057,Joanna,Ramos,120000,1957-09-16,F,2
2008,2,18,18648,Hailey,Torres,30000,1958-06-15,F,3
2008,1,20,15772,Christopher,Anderson,70000,1961-03-13,M,2
2008,1,21,24588,Kathryn,Becker,70000,1980-02-07,F,2
2008,4,27,24307,Tina,Sara,100000,1963-02-16,F,3
2008,3,19,26968,Henry,Sanchez,80000,1972-08-15,M,2
2008,6,9,16941,Amy,Yang,10000,1960-09-19,F,3
2008,1,27,17837,Mayra,Garcia,30000,1981-07-13,F,4
2008,5,7,17624,Samantha,Alexander,70000,1967-02-21,F,3
2008,4,3,19147,Edward,Thomas,40000,1968-03-12,M,4
2008,3,25,28348,Nichole,Jai,40000,1943-04-05,F,2
2008,7,19,19980,Alexandra,Carter,90000,1968-08-03,F,2
2008,5,1,11211,Samantha,Russell,40000,1953-10-12,F,2
2008,5,23,25140,Toni,Lopez,60000,1968-03-29,F,1
2008,2,24,16828,Logan,Mitchell,160000,1960-02-10,M,2
2008,4,10,27014,Luke,Hughes,80000,1970-08-23,M,2
2008,1,28,26070,Elijah,Patterson,90000,1960-07-03,M,2
2008,5,5,16376,Maria,Wright,40000,1961-12-07,F,2
2008,1,20,17898,Janet,Sanz,20000,1944-06-20,F,4
2008,7,31,28789,Elijah,Zhang,30000,1961-03-11,M,1
2008,1,11,11869,Kaitlyn,Adams,70000,1971-11-06,F,2
2008,3,12,18825,Brandon,Smith,130000,1966-09-22,M,2
2008,5,23,27572,Isaiah,Carter,80000,1962-09-10,M,2
2008,6,27,15887,Deanna,Vazquez,60000,1950-08-12,F,2
2008,5,11,18082,Steven,Sanchez,60000,1952-10-14,M,3
2008,4,13,20896,Arthur,Sai,30000,1970-05-14,M,2
2008,2,1,15692,Ryan,Garcia,90000,1958-04-14,M,2
2008,3,8,17333,Misty,Chander,70000,1961-04-17,F,4
2008,5,31,12145,Brandon,Butler,100000,1969-10-04,M,1
2008,2,2,22314,Brandy,Patel,10000,1975-11-15,F,3
2008,6,13,22938,Hector,Blanco,60000,1965-08-01,M,3
2008,3,22,16263,Eduardo,Robinson,40000,1971-06-11,M,5
2008,6,30,26916,Mackenzie,King,10000,1984-08-08,F,1
2008,1,1,21239,Christy,Liang,30000,1941-11-03,F,2
2008,3,23,26732,Martin,Rienstra,40000,1956-08-12,M,3
2008,6,16,24587,Suzanne,Sun,70000,1979-09-10,F,1
2008,3,25,14750,Mary,Green,40000,1960-11-05,F,4
2008,3,4,11711,Daniel,Davis,70000,1966-12-08,M,3
2008,5,16,12147,Taylor,Patterson,80000,1968-12-28,F,5
2008,5,12,15229,Calvin,Rai,60000,1966-09-01,M,3
2008,3,9,18096,Ariana,Kelly,60000,1953-03-02,F,2
2008,6,26,14069,Joy,Serrano,70000,1966-02-21,F,5
2008,6,28,21480,Alfredo,Martin,40000,1953-03-09,M,2
2008,2,16,25275,Christina,Watson,40000,1980-02-26,F,2
2008,6,22,27861,Karen,He,10000,1984-01-21,F,1
2008,7,16,11716,Evan,Kelly,40000,1965-10-21,M,1
2008,7,4,20757,Alexia,Powell,30000,1960-06-17,F,1
2008,1,12,17374,Jason,Diaz,40000,1982-09-17,M,4
2008,6,5,26547,Barbara,Beck,30000,1950-05-09,F,3
2008,4,26,19803,Jermaine,Mehta,30000,1978-10-08,M,2
2008,1,31,13616,Cole,Ramirez,70000,1980-03-27,M,3
2008,2,27,15038,Cedric,Yang,20000,1982-07-12,M,1
2008,3,1,19249,Chad,Andersen,10000,1965-12-03,M,3
2008,6,22,18375,Michelle,Morris,150000,1968-05-23,F,4
2008,6,28,18783,Michael,Martin,80000,1972-04-19,M,4
2008,4,8,21886,Jill,Carlson,100000,1978-05-10,F,4
2008,6,10,13638,Diana,Alvarez,110000,1976-07-12,F,2
2008,5,19,27403,Dylan,Coleman,30000,1949-05-20,M,3
2008,3,11,16468,Orlando,Dominguez,30000,1979-11-18,M,3
2008,6,5,27846,Albert,Rubio,30000,1966-09-14,M,4
2008,1,2,21187,Darrell,Luo,60000,1968-10-16,M,2
2008,2,13,27122,Ernest,Liang,20000,1973-07-04,M,3
2008,1,16,23432,Jordan,Roberts,70000,1972-10-10,M,2
2008,4,29,17324,Tonya,Xu,100000,1963-11-16,F,4
2008,6,10,11501,Brandy,Chandra,40000,1979-07-07,F,1
2008,5,30,25791,Seth,Foster,100000,1957-05-27,M,3
2008,3,12,15959,Logan,Rodriguez,100000,1966-03-02,M,3
2008,2,7,16733,Douglas,Srini,40000,1942-09-06,M,1
2008,7,29,16303,Tracy,Yuan,20000,1983-09-07,F,3
2008,6,21,24892,Arthur,Alvarez,70000,1979-04-24,M,2
2008,2,18,23927,Seth,Collins,30000,1968-05-12,M,3
2008,2,2,16009,Matthew,Martinez,170000,1943-09-15,M,2
2008,4,21,18625,Derrick,Moreno,30000,1976-06-13,M,4
2008,1,20,11400,Franklin,Raji,40000,1973-04-19,M,3
2008,3,17,15842,Haley,Gray,80000,1976-01-13,F,4
2008,3,2,20858,Damien,Stone,30000,1973-05-01,M,2
2008,5,31,25935,April,Tang,20000,1953-03-18,F,3
2008,6,25,14626,Jesse,Gray,40000,1965-05-24,M,2
2008,3,11,16262,Kathryn,Xie,40000,1971-11-19,F,4
2008,6,11,20901,Chad,Xu,20000,1969-10-02,M,1
2008,4,29,14708,Evelyn,Kapoor,20000,1975-04-05,F,3
2008,3,17,13530,Krystal,Chen,40000,1947-09-25,F,3
2008,1,29,13988,Miguel,White,40000,1982-11-10,M,3
2008,6,12,14031,Ruben,Suarez,80000,1959-02-17,M,2
2008,3,27,14391,Jason,Long,70000,1951-03-08,M,1
2008,3,23,25055,Erik,Navarro,100000,1962-02-06,M,2
2008,5,5,21898,Devon,Raji,110000,1975-02-05,M,3
2008,5,3,11632,Alexandra,Jenkins,60000,1975-05-06,F,1
2008,7,5,14980,Michele,Garcia,30000,1982-09-03,F,2
2008,5,31,19311,Dana,Rubio,40000,1972-03-26,F,3
2008,2,19,12495,Lucas,Miller,30000,1968-03-15,M,4
2008,4,9,13264,Melanie,Sanchez,120000,1960-05-23,F,1
2008,2,6,13937,Victoria,Ware,70000,1971-09-24,F,2
2008,6,25,27871,Faith,Cook,10000,1983-03-14,F,1
2008,4,7,18913,Jesse,Stewart,40000,1979-11-07,M,2
2008,2,18,13908,Alyssa,Diaz,80000,1969-07-20,F,4
2008,4,17,11753,Felicia,Ortega,80000,1974-03-18,F,2
2008,5,5,13387,Miranda,Jenkins,60000,1954-03-21,F,4
2008,3,4,21703,Paige,Blue,30000,1959-09-11,F,2
2008,4,12,25797,Max,Torres,80000,1955-11-08,M,1
2008,5,28,11918,Kaylee,Hill,60000,1968-03-03,F,2
2008,6,11,14816,Katherine,Lewis,40000,1969-10-24,F,3
2008,1,5,25541,Gary,Hernandez,10000,1962-09-22,M,1
2008,6,17,13730,Walter,Suarez,40000,1959-12-25,M,4
2008,5,26,28568,Daisy,Alonso,40000,1974-04-13,F,2
2008,7,1,21825,Randy,Zhou,110000,1959-11-19,M,1
2008,6,7,21306,Jackson,Perry,60000,1959-03-05,M,1
2008,2,19,11193,Ian,Gray,60000,1949-02-13,M,2
2008,2,25,13739,Jason,Coleman,40000,1960-08-15,M,2
2008,7,24,18797,Evan,Murphy,40000,1982-03-24,M,2
2008,3,9,11414,Ian,Richardson,80000,1958-03-18,M,3
2008,6,24,18280,Jimmy,Alonso,60000,1965-05-24,M,2
2008,5,14,18466,Joy,Gutierrez,40000,1957-03-12,F,1
2008,6,12,25789,Julia,Mitchell,90000,1957-08-12,F,2
2008,4,12,26709,Mary,King,80000,1959-07-12,F,3
2008,3,7,24167,Lacey,Zhu,10000,1981-10-06,F,1
2008,6,27,22860,Cedric,Kumar,100000,1974-05-27,M,4
2008,6,9,24592,Jay,Martinez,90000,1979-10-02,M,3
2008,3,6,14286,Kristine,Hernandez,120000,1963-04-12,F,2
2008,1,2,19876,Nathan,Edwards,60000,1954-06-13,M,2
2008,5,27,27587,Cara,Li,60000,1972-03-16,F,2
2008,2,18,26619,Thomas,Hill,60000,1964-03-26,M,2
2008,5,8,17623,Austin,Robinson,70000,1972-03-18,M,3
2008,1,7,26018,Zachary,Thompson,80000,1962-07-18,M,3
2008,4,1,12698,Mohamed,Pal,110000,1974-05-14,M,4
2008,2,12,22498,Pedro,Jimenez,20000,1967-10-28,M,4
2008,2,22,13517,Nicolas,Sharma,30000,1946-05-10,M,4
2008,3,14,11656,Katelyn,Perez,70000,1804-03-20,F,3
2008,6,26,12740,Kathryn,Goel,30000,1976-11-27,F,2
2008,1,29,19777,Jonathan,Thomas,60000,1979-05-19,M,2
2008,5,26,23212,James,Jones,70000,1972-04-16,M,1
2008,4,15,11787,Jerry,Nath,60000,1976-09-05,M,1
2008,4,26,12912,Brianna,Morris,40000,1972-03-25,F,1
2008,1,8,24518,Stephanie,Allen,50000,1978-04-20,F,2
2008,6,21,27912,Caitlin,Ramirez,40000,1980-03-10,F,3
2008,3,3,25260,Dalton,Howard,40000,1982-08-11,M,2
2008,1,16,14370,Meghan,Dominguez,40000,1976-09-09,F,1
2008,1,16,28748,Kelly,Washington,10000,1975-10-05,F,2
2008,2,10,19906,Armando,Muñoz,170000,1960-05-03,M,2
2008,2,20,16323,Dustin,Raje,30000,1979-04-05,M,1
2008,1,8,21425,Carlos,Hall,60000,1960-06-27,M,1
2008,3,9,22825,Kelli,Zeng,120000,1956-05-12,F,4
2008,4,4,11982,Alexandra,Foster,60000,1961-04-04,F,2
2008,1,28,13664,Larry,Diaz,10000,1977-02-10,M,2
2008,1,26,29080,Yolanda,Nara,20000,1953-07-17,F,2
2008,1,4,11642,Morgan,Hughes,50000,1974-12-26,F,5
2008,4,23,24426,Jordan,Russell,110000,1964-11-23,M,3
2008,5,4,24316,Rachel,Diaz,130000,1970-03-28,F,3
2008,4,7,12623,Jesse,Sanchez,10000,1956-07-18,M,4
2008,1,13,16704,Karla,Chavez,70000,1965-06-02,F,3
2008,3,21,24490,Dwayne,Suarez,30000,1984-04-06,M,2
2008,5,26,13362,Destiny,Morgan,60000,1950-02-12,F,1
2008,5,25,19992,Stephanie,Hill,70000,1975-06-03,F,2
2008,4,12,25684,Jermaine,Sanchez,10000,1966-03-03,M,2
2008,5,23,21996,Amy,Gao,60000,1965-11-19,F,4
2008,5,20,22910,Latoya,Tang,60000,1972-04-17,F,1
2008,5,1,12959,Sydney,Carter,70000,1966-05-24,F,3
2008,3,19,12140,Oscar,Russell,90000,1969-03-11,M,3
2008,1,22,13185,William,Lee,100000,1946-12-28,M,1
2008,1,1,20236,Cesar,Chandra,60000,1967-03-14,M,1
2008,4,18,27281,Jenny,Nath,70000,1972-11-21,F,3
2008,3,21,26632,Isabella,Moore,60000,1964-12-24,F,2
2008,4,23,15690,Clifford,Perez,160000,1950-06-12,M,2
2008,3,11,21197,Sheena,Pal,60000,1965-01-22,F,2
2008,1,1,17252,Colleen,Zhu,100000,1975-11-14,F,2
2008,6,22,14621,Chloe,Morris,70000,1966-08-08,F,3
2008,4,3,22267,Brianna,Rodriguez,70000,1970-02-15,F,4
2008,7,24,21083,Trisha,Chen,20000,1967-12-20,F,2
2008,1,7,25257,Harold,Sanchez,30000,1984-10-02,M,3
2008,1,19,12768,Johnathan,Chapman,30000,1958-05-26,M,3
2008,5,13,11645,Gabriella,Turner,40000,1973-10-19,F,1
2008,6,14,18372,Jeremiah,Thomas,50000,1976-03-22,M,3
2008,4,28,18229,Gabriella,Ward,60000,1963-11-20,F,1
2008,2,17,15380,Nathan,Robinson,100000,1966-10-08,M,4
2008,4,6,12638,Sebastian,Brooks,80000,1958-01-03,M,1
2008,7,6,12692,Glenn,Lu,80000,1975-07-26,M,1
2008,5,15,23850,Anna,Hall,60000,1975-11-20,F,1
2008,6,18,22391,Angela,Watson,10000,1958-06-05,F,2
2008,2,2,27386,James,Garcia,60000,1943-07-27,M,3
2008,7,28,22820,Alex,Nelson,100000,1958-11-13,M,2
2008,2,28,16196,Kurt,Raheem,40000,1977-10-21,M,2
2008,5,8,28965,Trinity,Morris,40000,1953-08-03,F,3
2008,4,8,20571,Allison,Gray,170000,1950-10-12,F,1
2008,4,14,27418,Mya,Coleman,70000,1952-09-22,F,2
2008,3,28,14424,Stefanie,Raman,110000,1961-07-08,F,3
2008,6,28,19157,Eduardo,Thompson,60000,1968-12-26,M,1
2008,4,19,12581,Kristina,Fernandez,10000,1982-03-11,F,2
2008,4,3,11596,Roger,Raje,40000,1967-09-03,M,3
2008,2,7,20677,Trinity,Bailey,60000,1970-08-13,F,4
2008,7,21,11276,Nancy,Chapman,80000,1967-09-19,F,1
2008,5,19,19847,Brendan,Anand,70000,1947-02-26,M,1
2008,6,11,14725,Evan,Morgan,60000,1970-11-27,M,3
2008,7,21,19573,Deanna,Rubio,80000,1971-11-14,F,2
2008,1,28,14640,Mackenzie,Adams,50000,1971-09-04,F,4
2008,7,22,17708,Timothy,Sneath,20000,1965-06-17,M,3
2008,7,23,19043,Jessica,Jones,100000,1949-06-10,F,1
2008,4,29,15244,Alexis,Rodriguez,30000,3290-11-20,F,3
2008,1,7,29175,Sean,Rivera,80000,1962-08-06,M,3
2008,4,3,12889,James,Adams,60000,1975-11-27,M,1
2008,5,5,16426,Jorge,Ye,40000,1970-07-11,M,1
2008,3,30,13270,Mason,Baker,50000,1937-10-27,M,5
2008,4,18,12859,Evelyn,Gonzalez,30000,1966-08-17,F,3
2008,6,9,16858,Jan,Lopez,100000,1966-08-13,F,1
2008,4,19,17349,Cassie,Kennedy,40000,1983-11-26,F,3
2008,1,29,14411,Ashley,Johnson,70000,1955-02-04,F,3
2008,4,14,27643,Austin,Henderson,70000,1965-12-28,M,2
2008,6,21,20100,Jesse,Watson,30000,1960-03-27,M,2
2008,6,6,27717,Ebony,Romero,70000,1965-02-04,F,2
2008,5,4,15376,Megan,Sanders,80000,1967-05-06,F,2
2008,4,30,24274,Shaun,Shan,20000,1955-02-03,M,2
2008,4,20,13788,Kari,Fernandez,30000,1970-05-15,F,5
2008,2,11,16705,Jacqueline,Wood,80000,1962-07-11,F,2
2008,3,31,15972,Caitlin,Bailey,70000,1939-10-02,F,5
2008,2,14,15379,Amanda,Griffin,130000,1967-11-23,F,4
2008,5,19,11268,Katelyn,Carter,130000,1968-05-03,F,3
2008,3,21,17304,Haley,Campbell,60000,1967-11-19,F,1
2008,7,20,14977,Stacy,Carlson,30000,1982-02-18,F,2
2008,3,31,11176,Mason,Roberts,90000,1972-01-25,M,2
2008,1,16,14639,Jeremiah,Howard,60000,1964-08-24,M,3
2008,4,20,11131,Amanda,Rivera,30000,1984-03-12,F,3
2008,1,23,13312,Natalie,Jenkins,110000,1964-05-20,F,3
2008,3,24,16771,Ian,Walker,50000,1976-12-24,M,3
2008,7,20,12551,Julio,Ramos,20000,1941-12-03,M,1
2008,5,23,15323,Eduardo,Wilson,40000,1952-03-23,M,3
2008,4,24,17192,Warren,He,160000,1959-09-23,M,2
2008,4,15,21123,Carl,Luo,20000,1978-08-12,M,2
2008,4,25,27769,Marie,Madan,20000,1971-05-04,F,3
2008,6,11,27899,Mandy,Xu,30000,1963-10-03,F,2
2008,6,24,12322,Kari,Mehta,80000,1955-08-02,F,1
2008,1,25,16220,Megan,Russell,30000,1957-07-06,F,4
2008,4,2,17278,Isabella,Price,90000,1973-11-09,F,2
2008,3,11,11019,Luke,Lal,40000,3843-07-20,M,1
2008,3,8,14016,Mary,Sandidge,30000,1955-01-14,M,3
2008,6,23,11919,Warren,Andersen,60000,1968-02-18,M,4
2008,5,11,22447,Tara,Shan,40000,1035-07-26,F,3
2008,2,26,19372,Cassidy,Long,20000,1980-06-18,F,2
2008,4,14,20516,Gabriel,Russell,70000,1951-08-02,M,2
2008,3,31,22762,Melissa,Diaz,60000,1952-04-13,F,4
2008,6,14,13794,Mallory,Martin,20000,1968-08-26,F,4
2008,1,20,19619,Eduardo,Morris,70000,1966-11-11,M,2
2008,1,9,23238,Thomas,Lee,40000,1979-08-24,M,4
2008,2,4,11287,Henry,Garcia,70000,1965-01-16,M,2
2008,6,11,11507,Isabella,Russell,60000,1970-11-20,F,2
2008,3,12,27225,Isaac,Murphy,30000,1961-05-08,M,2
2008,1,23,19626,Bradley,Anand,70000,1964-10-08,M,2
2008,6,13,29284,Riley,Hughes,30000,1953-12-04,F,1
2008,6,11,17978,Armando,Diaz,40000,1972-11-17,M,4
2008,5,29,24538,Latasha,Diaz,100000,1960-10-21,F,1
2008,3,24,23403,Justin,Powell,60000,1962-02-07,M,3
2008,6,17,21733,Ian,Simmons,60000,1975-11-04,M,2
2008,3,2,27159,Veronica,Rodriguez,20000,1984-03-21,F,4
2008,6,25,26775,Riley,Bryant,30000,1980-10-22,F,3
2008,3,11,13290,Jordan,Campbell,80000,1966-07-02,M,2
2008,2,8,17574,Punya,Palit,50000,1973-01-13,M,2
2008,2,21,13179,Adrian,Sanchez,80000,1946-06-19,M,1
2008,1,15,17354,Ivan,Garcia,60000,1947-08-11,M,2
2008,5,23,26754,Candice,Zimmerman,60000,1964-10-02,F,2
2008,4,4,27892,Isabella,Foster,30000,1964-10-11,F,4
2008,5,23,22852,Billy,Alonso,80000,1976-08-22,M,2
2008,1,15,24978,Kaylee,Stewart,60000,1953-09-15,F,4
2008,5,16,22702,Patricia,Gonzalez,20000,2871-07-20,F,1
2008,1,10,22731,Brandon,Henderson,70000,1947-08-11,M,3
